
4/13/2023 11:40:02 AM;Route1;1;(386.2, 1.0, 1069.0);(402.0, 17.0, 1042.3);(0.0, 1.0, 0.0, 0.0);(0.0, 180.0, 0.0);(375.1, 0.0, 938.8);Two;30;100;60;100;0;0;True;False;False;False;53.572;4.087;0.000;144.367
